method,idx,kp,lam,gamma,reg,power,clip,mean_pos,final_pos,drift,solver,score,ok
method2,161,80.0,0.01,50.0,1e-06,0.9,1.0,0.024152226236896137,0.05823278983676201,0.3244342698490664,4.633267721319804,0.03295754549453737,True
method2,162,80.0,0.01,50.0,0.0001,1.0,1.0,0.02361205295028251,0.05519641052320322,0.3067130618152641,4.363108115759157,0.031927868244467375,True
method2,163,80.0,0.05,1.0,1e-08,0.8,1.0,0.05672415401196969,0.07767624295782505,0.36517241184737304,6.355388713943542,0.06720529660588892,False
method2,164,80.0,0.05,1.0,1e-06,0.9,1.0,0.05676833070904808,0.07767753043363862,0.36519964306738234,6.3553385841965815,0.06724999286249403,False
method2,165,80.0,0.05,1.0,0.0001,1.0,1.0,0.05680644254272527,0.07767248107025627,0.36530215289360485,6.354814254779662,0.0672898927279872,False
method2,166,80.0,0.05,2.0,1e-08,0.8,1.0,0.05437758133203578,0.07130997502158315,0.3610475969718223,5.859066796177581,0.06452806666956103,False
method2,167,80.0,0.05,2.0,1e-06,0.9,1.0,0.054453985272073895,0.07131917993581922,0.3608402446986357,5.859196032281001,0.06460038818218711,False
method2,168,80.0,0.05,2.0,0.0001,1.0,1.0,0.05451409228336205,0.0713230494142254,0.36068632345618074,5.859029494549226,0.06465733349976027,False
method2,169,80.0,0.05,5.0,1e-08,0.8,1.0,0.046733228572063544,0.053576745081134254,0.2949997933001608,4.344022403898694,0.05480523564001611,True
method2,170,80.0,0.05,5.0,1e-06,0.9,1.0,0.046957449252110414,0.053663491983663214,0.2953399789173574,4.350174356873226,0.05503933600889418,True
method2,171,80.0,0.05,5.0,0.0001,1.0,1.0,0.04705112094304571,0.05369782863436109,0.29559325221347055,4.352601029376891,0.055139286502003566,True
method2,172,80.0,0.05,10.0,1e-08,0.8,1.0,0.03468907126086537,0.05147272942801889,0.27104343821184534,4.335775876706196,0.042277827963455375,True
method2,173,80.0,0.05,10.0,1e-06,0.9,1.0,0.03473074863964159,0.051449140826935406,0.2710434959772994,4.3336445812915425,0.04231844084983335,True
method2,174,80.0,0.05,10.0,0.0001,1.0,1.0,0.034988372819621916,0.05088812792197038,0.2671859611085961,4.295436374632819,0.04247981022911025,True
method2,175,80.0,0.05,20.0,1e-08,0.8,1.0,0.026091891282787515,0.0628732474640435,0.3442533278490292,5.176773406869462,0.03556534454320283,True
method2,176,80.0,0.05,20.0,1e-06,0.9,1.0,0.02584161946958561,0.06171926286862288,0.3370199149754742,5.096322786513386,0.03513017916235178,True
method2,177,80.0,0.05,20.0,0.0001,1.0,1.0,0.026348220724096993,0.06132510509220615,0.335796342611874,4.924862443232846,0.035526578797950896,True
method2,178,80.0,0.05,50.0,1e-08,0.8,1.0,0.023326373014953435,0.05486308709306119,0.30748594022215187,4.368445514567409,0.03166031457668018,True
method2,179,80.0,0.05,50.0,1e-06,0.9,1.0,0.02203651444245235,0.05096857226157698,0.2846869725082712,4.022254907247941,0.029741381346241744,True
